Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
753-2756,1,"Kia America, Inc.",No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
1306-2755,1,Toyota Motor Engineering & Manufacturing,No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30634-2754,1,PlusAI Inc,No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
883-2753,1,"Mitsubishi Motors North America, Inc.",No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
1422-2752,1,"Volvo Car USA, LLC",No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
10767-2750,1,"Bentley Motors, Inc.",No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
1243-2749,1,"Subaru of America, Inc.",No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
1042-2748,1,"Porsche Cars North America, Inc.",No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
11196-2747,1,"Denso International America, Inc.",No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
1420-2746,1,"Volkswagen Group of America, Inc.",No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
1550-2745,1,Lamborghini (Automobili Lamborghini),No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30451-2744,1,Gatik AI Inc.,No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
62-2742,1,Honda (American Honda Motor Co.),No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
842-2741,1,Mazda North American Operations,No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30793-2739,1,"Woven Planet North America, Inc.",No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30510-2738,1,"Cyngn, Inc",No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30353-2737,1,Magna International Inc.,No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
273-2736,1,"Chrysler (FCA US, LLC)",No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
855-2734,1,"Mercedes-Benz USA, LLC",No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30434-2733,1,"Udelv, Inc.",No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30370-2732,1,TuSimple,No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
31096-2731,1,"MV Transportation, Inc",No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
945-2730,1,"Nissan North America, Inc.",No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
10561-2728,1,APTIV,No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30291-2726,1,Nuro,No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
1421-2724,1,Volvo Trucks North America,No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
11199-2723,1,"Continental Automotive Systems, Inc.",No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
14961-2722,1,"Jaguar Land Rover North America, LLC",No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
10516-2721,1,"ZF North America, Inc.",No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
5341-2720,1,WABCO USA LLC,No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
837-2719,1,"Maserati North America, Inc.",No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
20681-2718,1,McLaren Automotive Incorporated,No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
20681-2717,1,McLaren Automotive Incorporated,No New or Updated Incident Reports,2,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
20681-2716,1,McLaren Automotive Incorporated,No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30411-2714,1,Pronto AI,No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30891-2713,1,Inceptio Technonlogy Inc,No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30891-2712,1,Inceptio Technonlogy Inc,No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30891-2711,1,Inceptio Technonlogy Inc,No New or Updated Incident Reports,2,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
12381-2710,1,"Daimler Trucks North America, LLC",No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30632-2709,1,Deeproute.ai Ltd.,No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30391-2708,1,Kodiak Robotics,No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
31093-2707,1,Imagry Inc.,No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
690-2705,1,Isuzu Motors Limited,No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30930-2704,1,MANDO Mobility Solutions,No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30531-2616,2,Transdev Alternative Services,10-Day Update,,,APR-2022,SADHW2S18M1, ,N/A,Jaguar,I-Pace, ,2021, ,2c7a9a00277e615,25713, ,In-Vehicle (Commercial / Test),,Y, ,, , ,, , ,, , ,,, , ,,,"Unknown, see Narrative","Unknown, see Narrative",Waymo LLC., , , , ,Y, , , ,,MAR-2022, ,MAR-2022,11:07, ,b87c3d684c9934c,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Proceeding Straight,No,No, , ,Y, , ,Y, , ,Y, , ,Proceeding Straight,No,Yes,Yes,4, ,Y, , ,Y, , ,Y, , , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"The content of this report is unchanged from the initial report submitted on April [XXX], 2022 [Report ID # 30531-2616-2].
On March [XXX], 2022 at 11:07 AM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving an SUV on the 1000 block of [XXX]. 
The Waymo AV was stopped at a red traffic light on southbound [XXX] when a pedestrian entered the crosswalk. When the traffic light turned green, the Waymo AV remained stopped for a crossing pedestrian who had just reached the pedestrian island in the middle of the crosswalk. After a brief pause, the ADV started to proceed, when the SUV behind the Waymo AV then made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). Both vehicles sustained minor damage.
Transdev Alternative Services is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate to WaymoLLC-2022031[XXX]-0 (rev.202204[XXX]165049).", 
30531-2617,2,Transdev Alternative Services,10-Day Update,,,APR-2022,SADHW2S19M1, ,N/A,Jaguar,I-Pace, ,2021, ,d486f6b56e17cbc,10576, ,In-Vehicle (Commercial / Test),,Y, ,, , ,, , ,, , ,,, , ,,,"Unknown, see Narrative","Unknown, see Narrative",Waymo LLC., , , , ,Y, , , ,,APR-2022, ,APR-2022,02:27, ,a64835cbf9811d8,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,30, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Making Right Turn,No,No, , , , , , ,Y, , , , ,Proceeding Straight,No,Yes,Yes,20, , , , , , ,Y, , , , , , , , , ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"The content of this report is unchanged from the initial report submitted on April [XXX], 2022 [Report ID # 30531-2617-2]. 
On April [XXX], 2022 at 2:27 AM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving a passenger vehicle on [XXX] at [XXX]. 
The Waymo AV was in autonomous mode and proceeding southbound on [XXX] in the rightmost lane, with a passenger vehicle traveling parallel in the left adjacent lane. As the two vehicles approached [XXX], the passenger vehicle cut into the Waymo's lane and braked before turning right on [XXX]. As the passenger vehicle executed the right turn, the Waymo AV test driver transitioned to manual mode, applied the brakes, but made contact with the passenger side rear corner of the passenger vehicle. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The other party immediately left the scene of the event. The Waymo AV sustained minor damage.
Transdev Alternative Services is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Transdev may supplement or correct its reporting with additional information as it may become available. This report is a duplicate to WaymoLLC-202204[XXX]-0 (rev.202204[XXX]155518).", 
30433-2698,1,DiDi Labs,No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30414-2695,1,Easymile Inc.,No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
19901-2694,1,Valeo,No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30330-2693,1,"TORC Robotics, Inc.",No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30570-2689,1,QCraft.ai,No New or Updated Incident Reports,4,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
30550-2685,1,Intel Corporation,No New or Updated Incident Reports,3,2022,APR-2022,, ,,,, ,, , ,, ,,, , ,, , ,, , ,, , ,,, , ,,,,,, , , , , , , , ,,, ,,, , ,, ,, ,, ,, ,,, ,,,,, ,, , , , , , , , ,,,,,,,, , , , , , , , , , , ,,,,,, , , , , , , , , , , , , , , , , , ,, ,,, ,,, ,, ,, ,, ,, 
